36172901;39.9;29.7;0;0;0;-86;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.854;0;27;
36172927;39.9;29.7;0;0;0;-86.1;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.802;0;27;
36172946;39.9;29.7;0;0;0;-86.1;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.762;0;27;
36172966;39.9;29.7;0;0;0;-85.5;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.699;0;27;
36172987;39.9;29.7;0;0;0;-86;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.691;0;27;
36173003;39.9;29.7;0;0;0;-86.7;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.674;0;27;
36173029;39.9;29.7;0;0;0;-86.5;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.636;0;27;
36173042;39.9;29.7;0;0;0;-86.4;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.674;0;27;
36173063;39.9;29.7;0;0;0;-86;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.686;0;27;
36173089;39.9;29.7;0;0;0;-85.9;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.648;0;27;
36173101;39.9;29.7;0;0;0;-86.4;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.639;0;27;
36173126;39.9;29.7;0;0;0;-86.5;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.662;0;27;
36173145;39.9;29.7;0;0;0;-85.9;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.741;0;27;
36173167;40;29.7;0;0;0;-86;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.666;0;27;
36173184;39.9;29.7;0;0;0;-86.4;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.669;0;27;
36173202;39.9;29.7;0;0;0;-86.2;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.659;0;27;
36173227;39.9;29.7;0;0;0;-85.9;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.81;0;27;
36173248;39.9;29.7;0;0;0;-85.8;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.813;0;27;
36173264;40;29.7;0;0;0;-85.6;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.838;0;27;
36173286;39.9;29.7;0;0;0;-85.6;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.753;0;27;
36173305;39.9;29.7;0;0;0;-86;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.694;0;27;
36173324;39.9;29.7;0;0;0;-86.1;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.716;0;27;
36173341;39.9;29.7;0;0;0;-86.4;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.713;0;27;
36173367;39.9;29.7;0;0;0;-86.4;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.614;0;27;
36173386;39.9;29.7;0;0;0;-86.7;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.597;0;27;
36173406;39.9;29.7;0;0;0;-86.7;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.619;0;27;
36173421;39.9;29.7;0;0;0;-86.2;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.595;0;27;
36173446;39.9;29.7;0;0;0;-86.4;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.565;0;27;
36173466;39.9;29.7;0;0;0;-86.5;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.516;0;27;
36173481;39.9;29.7;0;0;0;-86.8;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.502;0;27;
36173506;40;29.7;0;0;0;-88.3;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.57;0;27;
36173526;39.9;29.7;0;0;0;-86.3;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.502;0;27;
36173541;39.9;29.7;0;0;0;-86.3;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.49;0;27;
36173567;39.9;29.7;0;0;0;-86.7;0;0;0;0;0;0;0.049;0.0228;1.9393;0.9137;199273;204553;248.496;0;27;
